Temperature ( K ),vapor pressure ( kPa ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,
293.83772,25.1313,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
294.58742,25.998,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
294.83732,26.265,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
295.057232,26.664,0.26664,Liquid-Gas,Experimental,NIST,Authors: Kudryavtseva, L. S.;Susarev, M. P. Title: Liquid-vapor equilibrium in chloroform-hexane and acetone-chloroform systems. Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 1231-1237,,,,,
297.43628,29.598,0,Liquid-Gas,Experimental,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
298.08602,31.130906,0.25331,Liquid-Gas,Experimental - Rejected,NIST,Authors: Zaalishvili, Sh. D.;Belousova, Z. S. Title: THE SECOND VIRIAL COEFFICIENT OF VAPOURS AND THEIR MIXTURES. IV. ACETONEBENZENE SYSTEM Citation: Russ. J. Phys. Chem.,1964,38,269,,,,,
298.136,30.3975,0.04,Liquid-Gas,Experimental,NIST,Authors: Beare, W. G.;McVicar, G. A.;Ferguson, J. B. Title: The determination of vapour and liquid compositions in binary systems: II acetone - water at 25c Citation: J. Phys. Chem.,1930,34,1310,,,,
298.136,30.1709,0.267,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mathews, J. H. Title: The Accurate Measurement of Heats of Vaporization of Liquids Citation: J. Am. Chem. Soc.,1926,48, 562-576,,,,,,
298.136,30.1668,0.019998,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mueller, C. R.;Kearns, E. R. Title: Thermodynamic Studies of the System Acetone and Chloroform Citation: J. Phys. Chem.,1958,62, 1441-5,,,,,
298.136,30.17,0.18,Liquid-Gas,Experimental - Rejected,NIST,Authors: Rall, W.;Schaefer, K. Title: Thermodynamic Investigations of Liquid Mixed Systems of Acetone and Pentane and of Acetone and Hexane Citation: Z. Elektrochem.,1959,63, 1019-24,,,,,
298.14437,30.73,0.18,Liquid-Gas,Experimental,NIST,Authors: Apelblat, A.;Tamir, A.;Wagner, M. Title: Thermodynamics of acetone-chloroform mixtures Citation: Fluid Phase Equilib.,1980,4,229,,,,
298.15,30.74,0.89,Liquid-Gas,Experimental,NIST,Authors: Dragoescu, D.;Barhala, A.;Vilcu, R. Title: Isothermal vapour-liquid equilibrium data for the binary propan-2-oneqchloroalkanes mixtures at temperatures from 298.15 K to 313.15 K Citation: Fluid Phase Equilib.,1999,157, 41-51,,,,
298.189361,30.867,0.03,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S.;Townsend, R. Title: Thermodynamic Properties of Organic Oxygen Compounds XXXIII. The Vapor Pressure of Acetone Citation: J. Chem. Thermodyn.,1974,6,693,,,,
298.864226,31.793,0,Liquid-Gas,Experimental,NIST,Authors: Olivares Fuentes, A., Suarez Cansino, J.;Trejo Redriquez, A. Title: The Vapor Pressure of Pure Organic Compounds by Dynamic Ebulliometry, Citation: Rev. Mex. Fis.,1983,30, 63-82,,
298.864226,31.793,0.06225,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: Estudio Del Equilibrio Liquido--Vapor Por Ebulliometria Dinamica Citation: Rev. Inst. Mex. Pet.,1984,16,48,,,,
298.864226,31.793,0.04382,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: The vapour pressure of pure organic compounds by dynamic ebulliometry. Citation: Rev. Mex. Fis.,1983,30,63,,,,
299.845316,32.63598,0.16,Liquid-Gas,Experimental - Rejected,NIST,Authors: Felsing, W. A.;Durban, S. A. Title: The vapor pressures, densities, and some derived quantities for acetone Citation: J. Am. Chem. Soc.,1926,48,2885,,,
300.295136,33.331,0.4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: A study of liquid-vapor equilibrium in the acetone-methanol and acetone- cyclohexane systems at temperatures of 25,45, and 55 degrees and a pressure of 760mm Hg. Citation: Zh. Prikl. Khim. (Leningrad),1965,38,378,,,
300.443865,33.33,0.33,Liquid-Gas,Experimental - Rejected,NIST,Authors: Francesconi, R.;Comelli, F.;Canepa, R. Title: Liquid-vapour equilibrium with association of components the acetic acid + acetone and water + pyridine mixtures Citation: Chim. Ind. (Milan, Italy),1974,56,485,,,
300.73496,33.9305,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
301.28474,34.5038,0.517557,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Faust, O. Citation: Z. Phys. Chem. (Leipzig),1914,89,235,,,,,
301.28474,34.5,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Faust, O. Title: The vapour pressure of acetone + chloroform mixtures as a function of temperature Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1915,89,235,,,,
301.33472,34.8638,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
301.4945497,35.493,0.073,Liquid-Gas,Experimental,NIST,Authors: Boublik, T.;Aim, K. Title: Heats of Vaporization of Simple Non-spherical Molecule Compounds Citation: Collect. Czech. Chem. Commun.,1972,37,3513,,,,,
301.8204519,36.06637,0.181318,Liquid-Gas,Experimental,NIST,Authors: Kraus, J.;Linek, J. Title: Liquid-vapor equilibrium. XLVIII. The systems acetone-benzene, acetone-toluene, benzene-methyl ethyl ketone, methyl ethyl ketone-toluene and methyl ethyl ketone-ethylbenzene Citation: Collect. Czech. Chem. Commun.,1971,36,2547,,
303.134,37.4636,0.0533,Liquid-Gas,Experimental - Rejected,NIST,Authors: Campbell, F. H. Title: The vapour pressure of liquids in presence of gases Citation: Trans. Faraday Soc.,1915,10,197,,,,,,
303.134,36.77,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Campbell, F. H. Title: The Vapour Pressures and Specific Volumes of Binary Mixtures of Volatile with Non-Volatile Liquids. Citation: Trans. Faraday Soc.,1915,11,91,,,,,,
303.134,37.2769,0.22665,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mathews, J. H. Title: The Accurate Measurement of Heats of Vaporization of Liquids Citation: J. Am. Chem. Soc.,1926,48, 562-576,,,,,,
303.134,37.46,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schulze, A. Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1919,93,372,,,,,
303.143055,37.901,1.9058,Liquid-Gas,Experimental,NIST,Authors: Byer, S. M.;Gibbs, R. E.;Van Ness, H. C. Title: Vapor-Liquid Equilibrium Part II. Correlations from P-x Data for 15 Systems Citation: AIChE J.,1973,19,245,,,,
303.143055,38.05367,0.1669196,Liquid-Gas,Experimental,NIST,Authors: Olson, J. D. Title: Ebulliometric determination of PTx data and Ge for acetone + methyl acetate from 20 to 60 C Citation: J. Chem. Eng. Data,1981,26,58,,,,,,
303.15,37.84,0.69,Liquid-Gas,Experimental,NIST,Authors: Dragoescu, D.;Barhala, A.;Vilcu, R. Title: Vapour pressures and excess Gibbs energy of propane-2-one + chloroalkanes binary mixtures Citation: Fluid Phase Equilib.,1998,146, 247-259,,,,
303.15,36.4,0.4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Matvienko, V. G.;Yarym-Agaev, N. L. Title: Liquid-vapor equilibrium in the system n-butane-acetone Citation: Zh. Prikl. Khim. (S.-Peterburg),1994,67,158,,,,,
303.2,36.4,0.4,Liquid-Gas,Experimental - Rejected,NIST,Authors: Matvienko, V. G.;Yarym-Agaev, N. L. Title: Liquid-vapor equilibrium in the system n-butane-acetone Citation: Zh. Prikl. Khim. (S.-Peterburg),1994,67,158,,,,,
304.1,39.45,0.15,Liquid-Gas,Experimental,NIST,Authors: Segura, H.;Mejia, A.;Reich, R.;Wisniak, J.;Loras, S. Title: ISOBARIC VAPOR LIQUID EQUILIBRIA AND DENSITIES FOR THE BINARY SYSTEMS OXOLANEpETHYL 1,1-DIMETHYLETHYL ETHER, OXOLANEp2-PROPANOL AND PROPAN-2-ONEpTRICHLOROMETHANE Citation: Phys. Chem. Liq.,2003,41, 283-301
304.33352,39.33,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
304.53344,39.997,0.4,Liquid-Gas,Experimental,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: A study of liquid-vapor equilibrium in the acetone-methanol and acetone- cyclohexane systems at temperatures of 25,45, and 55 degrees and a pressure of 760mm Hg. Citation: Zh. Prikl. Khim. (Leningrad),1965,38,378,,,
304.83332,40.13,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
305.43308,41.063,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
306.23276,42.397,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
307.33,45.21,0.39,Liquid-Gas,Experimental,NIST,Authors: Soni, M.;Ramgugernath, D.;Raal, J. D. Title: Vapor-Liquid Equilibrium for Binary Systems of Diacetyl with Methanol and Acetone Citation: J. Chem. Eng. Data,2006,51, 2083-2087,,,,
307.9916,44.6853383,0.22303499,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kozempel, M. F.;Kelly, C. M. Title: Vapor-liquid equilibria of acetone, isopropenyl acetate, and acetic anhydride Citation: J. Chem. Eng. Data,1975,20, 367-70,,,
308.012048,45.9722,0.1513,Liquid-Gas,Experimental,NIST,Authors: Sokolov, V. V.;Zhilina, L. P.;Mishchenko, K. P. Title: Thermodynamics of Evaporation of Acetone at Different Temperatures Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 750-4,,,,
308.132,46.3562,0.0667,Liquid-Gas,Experimental,NIST,Authors: Beare, W. G.;McVicar, G. A.;Ferguson, J. B. Title: The determination of vapour and liquid compositions in binary systems: II acetone - water at 25c Citation: J. Phys. Chem.,1930,34,1310,,,,
308.132,46.97,0,Liquid-Gas,Experimental,NIST,Authors: Bjerrum, N.;Jozefowicz, E. Title: Ionic concentration coefficients: II solubility of tetraethyl silane and tetraethyl ammonium halides in various solvents Citation: Z. Phys. Chem. Abt. A,1932,159,194,,,,,
308.132,44.00038,4.4063176,Liquid-Gas,Experimental - Rejected,NIST,Authors: Edwards, J. L.;Schaefer, K. Title: Vapor Pressure and Activity Coeff. of the Acetone-isooctane System Citation: Z. Naturforsch., A: Astrophys. Phys. Phys. Chem.,1964,19,136,,,,
308.132,45.8788,0.026664,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mueller, C. R.;Kearns, E. R. Title: Thermodynamic Studies of the System Acetone and Chloroform Citation: J. Phys. Chem.,1958,62, 1441-5,,,,,
308.141555,46.581,0.336,Liquid-Gas,Experimental,NIST,Authors: Song, H.;Liu, G.;Hu, Y. Title: Solubilities of hydrogen in acetone-water mixed solvents Citation: Wuli Huaxue Xuebao,1988,4,285,,,,
308.141555,46.51484,0.33597,Liquid-Gas,Experimental,NIST,Authors: Wang, K.;Tang, D.;Hu, Y. Title: Study on the Isothermal Vapor Liquid Equilibrium of Acetone-Water Binary System over the Temperature range 25-55 C Citation: Huadong Huagong Xueyuan Xuebao,1982,8, 387-402,,,,
308.141555,44.95657194,1.45682285,Liquid-Gas,Experimental - Rejected,NIST,Authors: Diaz, J. I.;Diaz, S.;Edwards, J.;Tapia, P. Title: Vapor pressures and activity coefficients of diluted mixtures of n-heptane + diethyl ketone and acetone + n-hexane systems. Citation: An. Quim.,1977,73, 774-8,,,
308.15,46.5,0.147,Liquid-Gas,Experimental,NIST,Authors: Fenclova, D.;Dohnal, V. Title: (Vapor + liquid) equilibria of {1-bromo-1-chloro-2,2,2- trifluoroethane ( halothane) + an oxygenated solvent or hexane} Citation: J. Chem. Thermodyn.,1993,25, 689-697,,,
308.201972,45.46159,0.19198,Liquid-Gas,Experimental - Rejected,NIST,Authors: Felsing, W. A.;Durban, S. A. Title: The vapor pressures, densities, and some derived quantities for acetone Citation: J. Am. Chem. Soc.,1926,48,2885,,,
308.23196,45.9696,0.25331,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mathews, J. H. Title: The Accurate Measurement of Heats of Vaporization of Liquids Citation: J. Am. Chem. Soc.,1926,48, 562-576,,,,,,
308.301932,45.8361,0.1733,Liquid-Gas,Experimental - Rejected,NIST,Authors: Von Zawidzki, J, Title: Vapor pressures of binary liquid mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1900,35,129,,,,
308.301932,45.9294,0.1733,Liquid-Gas,Experimental - Rejected,NIST,Authors: Von Zawidzki, J, Title: Vapor pressures of binary liquid mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1900,35,129,,,,
308.301932,45.92956,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Von Zawidzki, J, Title: Vapor pressures of binary liquid mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1900,35,129,,,,
308.301932,45.84023,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Von Zawidzki, J, Title: Vapor pressures of binary liquid mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1900,35,129,,,,
308.311504,46.8495,0.8799,Liquid-Gas,Experimental,NIST,Authors: Tamir, A.;Apelblat, A.;Wagner, M. Title: A new device for measuring isothermal vapor-liquid equilibria. Citation: Fluid Phase Equilib.,1981,6, 237-59,,,,
308.33192,46.263,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
308.43188,46.396,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
308.741375,46.66,0.47,Liquid-Gas,Experimental - Rejected,NIST,Authors: Francesconi, R.;Comelli, F.;Canepa, R. Title: Liquid-vapour equilibrium with association of components the acetic acid + acetone and water + pyridine mixtures Citation: Chim. Ind. (Milan, Italy),1974,56,485,,,
308.771366,47.653,0,Liquid-Gas,Experimental,NIST,Authors: Olivares Fuentes, A., Suarez Cansino, J.;Trejo Redriquez, A. Title: The Vapor Pressure of Pure Organic Compounds by Dynamic Ebulliometry, Citation: Rev. Mex. Fis.,1983,30, 63-82,,
308.771366,47.653,0.07336,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: Estudio Del Equilibrio Liquido--Vapor Por Ebulliometria Dinamica Citation: Rev. Inst. Mex. Pet.,1984,16,48,,,,
308.771366,47.653,0.04572,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: The vapour pressure of pure organic compounds by dynamic ebulliometry. Citation: Rev. Mex. Fis.,1983,30,63,,,,
308.83172,47.1295,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
309.03164,47.3961,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
310.53104,50.66,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schreinemakers, F. A. H. Title: Vapor pressures in the system: water, acetone and phenol. I. Citation: Z. Phys. Chem. (Leipzig),1902,39,485,,,,,
311.6306,52.9956,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
311.83052,53.2623,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
311.93048,53.062,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
311.960468,53.329,0.53329,Liquid-Gas,Experimental - Rejected,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: A study of liquid-vapor equilibrium in the acetone-methanol and acetone- cyclohexane systems at temperatures of 25,45, and 55 degrees and a pressure of 760mm Hg. Citation: Zh. Prikl. Khim. (Leningrad),1965,38,378,,,
312.23036,53.7956,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
312.52,55.29,0.43,Liquid-Gas,Experimental,NIST,Authors: Soni, M.;Ramjugernath, D.;Raal, J. D. Title: Vapor Liquid Equilibrium for Binary Systems of 2,3-Pentanedione with Diacetyl and Acetone Citation: J. Chem. Eng. Data,2008,53, 745-749,,,
312.93008,55.3954,0.29331,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mathews, J. H. Title: The Accurate Measurement of Heats of Vaporization of Liquids Citation: J. Am. Chem. Soc.,1926,48, 562-576,,,,,,
313.040036,55.9047,0.1811,Liquid-Gas,Experimental - Rejected,NIST,Authors: Sokolov, V. V.;Zhilina, L. P.;Mishchenko, K. P. Title: Thermodynamics of Evaporation of Acetone at Different Temperatures Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 750-4,,,,
313.13,56.1954,0.0667,Liquid-Gas,Experimental,NIST,Authors: Sameshima, J. Title: On the system acetone - ethyl ether Citation: J. Am. Chem. Soc.,1918,40, 1482-1503,,,,,,
313.13,56.5419,0.1331,Liquid-Gas,Experimental,NIST,Authors: Van Ness, H. C.;Kochar, N. K. Title: Vapor-Liquid Equilibria: Acetone-Acetonitrile Citation: J. Chem. Eng. Data,1967,12,38,,,,,
313.13,55.9954,0.2933,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schmidt, G. C. Title: The vapor pressure of binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1921,99,71,,,,,
313.140055,56.742,0.5066,Liquid-Gas,Experimental,NIST,Authors: Eng, W. W. Y. Citation: M.Sc. Thesis, Brigham Young University, Provo, UT (1977),,,,,,
313.140055,56.57,0.1,Liquid-Gas,Experimental,NIST,Authors: Goral, M.;Kolasinska, G;Oracz, P.;Warycha, S. Title: Vapor-liquid equilibria. II. The ternary system methanol-chloroform-acetone at 313.15 and 323.15 K Citation: Fluid Phase Equilib.,1985,23,89,,,
313.140055,56.61,0.25,Liquid-Gas,Experimental,NIST,Authors: Hicks, P. J.;Prausnitz, J. M. Title: Solubility of acetone and isopropyl ether in compressed nitrogen, methane and carbon dioxide Citation: J. Chem. Eng. Data,1981,26, 74-80,,,,
313.140055,56.03,0.04,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kolasinska, G;Goral, M.;Giza, J. Title: Vapor-Liquid Equilibrium and Excess Gibbs Free Energy in Binary Systems of Acetone with Aliphatic and Aromatic Hydrocarbons Citation: Z. Phys. Chem. (Leipzig),1982,263,151,,,,
313.140055,53.3,1.6,Liquid-Gas,Experimental - Rejected,NIST,Authors: Leu, A. D.;Chen, C. J.;Robinson, D. B. Title: Vapor-liquid equilibrium in selected binary systems Citation: AIChE Symp. Ser.,1989,85, 11-16,,,,
313.15,54.1,0.5,Liquid-Gas,Experimental - Rejected,NIST,Authors: Matvienko, V. G.;Yarym-Agaev, N. L. Title: Liquid-vapor equilibrium in the system n-butane-acetone Citation: Zh. Prikl. Khim. (S.-Peterburg),1994,67,158,,,,,
313.159991,55.9554,0.1812,Liquid-Gas,Experimental - Rejected,NIST,Authors: Sokolov, V. V.;Zhilina, L. P.;Mishchenko, K. P. Title: Thermodynamics of Evaporation of Acetone at Different Temperatures Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 750-4,,,,
313.2,54.1,0.5,Liquid-Gas,Experimental - Rejected,NIST,Authors: Matvienko, V. G.;Yarym-Agaev, N. L. Title: Liquid-vapor equilibrium in the system n-butane-acetone Citation: Zh. Prikl. Khim. (S.-Peterburg),1994,67,158,,,,,
313.52988,56.662,0.84993,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Faust, O. Citation: Z. Phys. Chem. (Leipzig),1914,89,235,,,,,
313.52988,56.66,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Faust, O. Title: The vapour pressure of acetone + chloroform mixtures as a function of temperature Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1915,89,235,,,,
314,57.96,0.47,Liquid-Gas,Experimental - Rejected,NIST,Authors: Vercher, E.;Orchilles, V.;Miguel, P. J.;Gonzalez-Alfaro, V.;Martinez-Andreu, A. Title: Isobaric vapor liquid equilibria for acetone + methanol + lithium nitrate at 100 kPa Citation: Fluid Phase Equilib.,2006,250, 131-137,,
314.659541,58.16855,0.22398,Liquid-Gas,Experimental - Rejected,NIST,Authors: Felsing, W. A.;Durban, S. A. Title: The vapor pressures, densities, and some derived quantities for acetone Citation: J. Am. Chem. Soc.,1926,48,2885,,,
314.82949,59.328,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
314.999439,59.995,0.66661,Liquid-Gas,Experimental - Rejected,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: A study of liquid-vapor equilibrium in the acetone-methanol and acetone- cyclohexane systems at temperatures of 25,45, and 55 degrees and a pressure of 760mm Hg. Citation: Zh. Prikl. Khim. (Leningrad),1965,38,378,,,
316.419013,63.4054,0.2035,Liquid-Gas,Experimental - Rejected,NIST,Authors: Sokolov, V. V.;Zhilina, L. P.;Mishchenko, K. P. Title: Thermodynamics of Evaporation of Acetone at Different Temperatures Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 750-4,,,,
317,64.95,0.49,Liquid-Gas,Experimental - Rejected,NIST,Authors: Vercher, E.;Orchilles, V.;Miguel, P. J.;Gonzalez-Alfaro, V.;Martinez-Andreu, A. Title: Isobaric vapor liquid equilibria for acetone + methanol + lithium nitrate at 100 kPa Citation: Fluid Phase Equilib.,2006,250, 131-137,,
317.108806,65.2386,0.209,Liquid-Gas,Experimental - Rejected,NIST,Authors: Sokolov, V. V.;Zhilina, L. P.;Mishchenko, K. P. Title: Thermodynamics of Evaporation of Acetone at Different Temperatures Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 750-4,,,,
317.15,66.66,2.07,Liquid-Gas,Experimental - Rejected,NIST,Authors: Jiang, H.;Li, H.;Wang, C.;Tan, T.;Han, S.-J. Title: (Vapour + liquid) equilibria for (2,2-dimethoxypropane + methanol) and (2,2-dimethoxypropane + acetone) Citation: J. Chem. Thermodyn.,2003,35, 1567-1572
317.33,66.06,0.22,Liquid-Gas,Experimental,NIST,Authors: Mejia, A.;Segura, H.;Cartes, M.;Calvo, C. Title: Vapor liquid equilibria and interfacial tensions for the ternary system acetone + 2,2 -oxybis[propane] + cyclohexane and its constituent binary systems Citation: Fluid Phase Equilib.,2008,270, 75-86,,
317.418771,66.487,0,Liquid-Gas,Experimental,NIST,Authors: Olivares Fuentes, A., Suarez Cansino, J.;Trejo Redriquez, A. Title: The Vapor Pressure of Pure Organic Compounds by Dynamic Ebulliometry, Citation: Rev. Mex. Fis.,1983,30, 63-82,,
317.418771,66.487,0.08654,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: Estudio Del Equilibrio Liquido--Vapor Por Ebulliometria Dinamica Citation: Rev. Inst. Mex. Pet.,1984,16,48,,,,
317.418771,66.487,0.04798,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: The vapour pressure of pure organic compounds by dynamic ebulliometry. Citation: Rev. Mex. Fis.,1983,30,63,,,,
317.488692,66.661,0.66661,Liquid-Gas,Experimental,NIST,Authors: Kudryavtseva, L. S.;Susarev, M. P. Title: Liquid-vapor equilibrium in chloroform-hexane and acetone-chloroform systems. Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 1231-1237,,,,,
317.72862,66.395,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
317.82859,66.4612,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
317.848584,66.661,0.66661,Liquid-Gas,Experimental - Rejected,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: A study of liquid-vapor equilibrium in the acetone-methanol and acetone- cyclohexane systems at temperatures of 25,45, and 55 degrees and a pressure of 760mm Hg. Citation: Zh. Prikl. Khim. (Leningrad),1965,38,378,,,
