T,eta,phase,,,,,,,,,,,,,,,,,
303.143055,0.003769,liquid,Authors: Singh, R. P.;Sinha, C. P. Title: Viscosities and Activation Energies of Viscous Flow of the Binary Mixtures of n-Hexane with Toluene, Chlorobenzene, and 1-Hexanol Citation: J. Chem. Eng. Data,1984,29,132,,,,,,,,,
303.143055,0.0037562786341,liquid,Authors: Singh, R. P.;Sinha, C. P. Title: Viscosities and Activation Energies of Viscous Flow of the Binary Mixtures of n-Hexane with Toluene, Chlorobenzene, and 1-Hexanol Citation: J. Chem. Eng. Data,1984,29,132,,,,,,,,,
303.143055,0.003765,liquid,Authors: Singh, R. P.;Sinha, C. P. Title: Viscosities and acyivation energies of viscous flow of ternary mixtures of toluene, chlorobenzene, 1-hexanol and benzyl alcohol. Citation: J. Chem. Eng. Data,1985,30,470,,,,,,,,,
303.15,0.003744,liquid,Authors: Al-Hayan, M. N. M.;Abdul-Latif, A.-H. M. Title: Excess molar volumes and viscosities of (1,1,2,2-tetrabromoethane + 1-alkanols) at T = (293.15 and 303.15) K Citation: J. Chem. Thermodyn.,2006,38, 68-74,,,,,,,,
303.15,0.003887,liquid,Authors: Al-Jimaz, A. S.;Al-Kandary, J. A.;Abdul-Latif, A.-H. M. Title: Acoustical and Excess Properties of {Chlorobenzene + 1-Hexanol, or 1-Heptanol, or 1-Octanol, or 1-Nonanol, or 1-Decanol} at (298.15,303.15,308.15, and 313.15) K Citation: J. Chem. Eng. Data,2007,52, 206-214,,,
303.15,0.0038951,liquid,Authors: Ali, A.;Hyder, S.;Nain, A. K. Title: STUDIES ON MOLECULAR INTERACTIONS IN BINARY LIQUID MIXTURES BY VISCOSITY AND ULTRASONIC VELOCITY MEASUREMENTS AT 303.15 K Citation: J. Mol. Liq.,1999,79, 89-99,,,,,,,,,,
303.15,0.0038068,liquid,Authors: Ali, A.;TEWARI, K.;Nain, A. K.;Chakravortty, V. Title: STUDY OF INTERMOLECULAR INTERACTION IN DIMETHYLSULPHOXIDE + I-ALKANOLS (I-BUTANOL, I-HEXANOL, l-OCTANOL) AT 303.15K Citation: Phys. Chem. Liq.,2000,38, 459-473,,,,,,,
303.15,0.00367,liquid,Authors: Aminabhavi, T. M.;Aralaguppi, M. I.;Harogoppad, S. B.;Balundgi, R. H. Title: Densities, viscosities, refractive indices, and speeds of sound for methyl acetoacetate + aliphatic alcohols (C1-C8) Citation: J. Chem. Eng. Data,1993,38, 31-39,,,,,,
303.15,0.00369,liquid,Authors: Aminabhavi, T. M.;Raikar, S. K. Title: A study on mixing properties of binary mixtures of bromoform with aliphatic alcohols Citation: J. Chem. Eng. Data,1993,38, 310-319,,,,,,,,,,,
303.15,0.003733,liquid,Authors: Aralaguppi, M. I.;Jadar, C. V.;Aminabhavi, T. M. Title: Density, Viscosity, Refractive Index, and Speed of Sound in Binary Mixtures of Acrylonitrile with Methanol, Ethanol, Propan-1-ol, Butan-1-ol, Pentan-1-ol, Hexan-1-ol, Heptan-1-ol, and Butan-2-ol Citation: J. Chem. Eng. Data,1999,44, 216-221
303.15,0.003896,liquid,Authors: Bajic, D.;Zivkovic, E.;Serbanovic, S.;Kijevcanin, M. Title: Volumetric and Viscometric Study of Binary Systems of Ethyl Butyrate with Alcohols Citation: J. Chem. Eng. Data,2014,59, 3677-3690,,,,,,,,,
303.15,0.0039,liquid,Authors: Cano-Gomez, J. J.;Iglesias-Silva, G. A.;Castrejon-Gonzalez, E. O.;Ramos-Estrada, M.;Hall, K. R. Title: Density and Viscosity of Binary Liquid Mixtures of Ethanol + 1-Hexanol and Ethanol + 1-Heptanol from (293.15 to 328.15) K at 0.1 MPa Citation: J. Chem. Eng. Data,2015,60, 1945-1955,,,,,,,,
303.15,0.003829,liquid,Authors: Das, K. N.;Habibullah, M.;Uddin, K. S.;Barua, P. Title: The Thermodynamic Excess Properties of Binary Mixtures: I. Hexanol-1 + o-Xylene Citation: J. Solution Chem.,2006,35, 1017-1028,,,,,,,,,
303.15,0.003829,liquid,Authors: Das, K.;Habibullah, M.;Rahman, I. M. M.;Hasegawa, H.;Uddin, K. S.;Saifuddin, K. Title: Thermodynamic Properties of the Binary Mixture of Hexan-1-ol with m-Xylene at T = (303.15,313.15, and 323.15) K Citation: J. Chem. Eng. Data,2009,54, 3300-3302,,,,,
303.15,0.0039985,liquid,Authors: Doghaeei, A.;Rostami, A.;Omrani, A. Title: Densities, Viscosities, and Volumetric Properties of Binary Mixtures of 1,2-Propanediol + 1-Heptanol or 1-Hexanol and 1,2-Ethanediol + 2-Butanol or 2-Propanol at T = (298.15,303.15, and 308.15) K Citation: J. Chem. Eng. Data,2010,55, 2894-2899,,,,
303.15,0.00395729772873,liquid,Authors: FEDELES, A.;Ciocirlan, O.;Iulian, O. Title: VISCOMETRIC STUDIES OF BINARY DIMETHYL SULFOXIDE + 1-HEXANOL SYSTEM Citation: Rev. Roum. Chim.,2011,56, 571-576,,,,,,,,,,
303.15,0.003829,liquid,Authors: Habibullah, M.;Das, K. N.;Rahman, I. M. M.;Hasegawa, H.;Uddin, M. A.;Saifuddin, K. Title: Volumetric and Viscometric Behavior of the Binary System: (Hexan-1-ol + p-Xylene) Citation: J. Chem. Eng. Data,2010,55, 5311-5313,,,,,,,
303.15,0.00380089531014,liquid,Authors: Hasan, M.;Kadam, U. B.;Hiray, A. P.;Sawant, A. B. Title: Densities, Viscosities, and Ultrasonic Velocity Studies of Binary Mixtures of Chloroform with Pentan-1-ol, Hexan-1-ol, and Heptan-1-ol at (303.15 and 313.15) K Citation: J. Chem. Eng. Data,2006,51, 671-675,,,,,
303.15,0.00391,liquid,Authors: Hoyuelos, F. J.;Garcia, B.;Alcalde, R.;Ibeas, S.;Leal, J. M. Title: Shear viscosities of binary mixtures of pyrrolidin-2-one with C6-C10 n-alkan-1-ols Citation: J. Chem. Soc., Faraday Trans.,1996,92, 219-225,,,,,,,
303.15,0.003792,liquid,Authors: Indraswati, N.;Mudjijati;Wicaksana, F.;Hindarso, H.;Ismadji, S. Title: Density and Viscosity for a Binary Mixture of Ethyl Valerate and Hexyl Acetate with 1-Pentanol and 1-Hexanol at 293.15 K, 303.15 K, and 313.15 K Citation: J. Chem. Eng. Data,2001,46, 134-137,,,,,,,
303.15,0.00384,liquid,Authors: Lee, M. J.;Lin, T.-K.;Pai, Y.-H.;Lin, K.-S. Title: Density and Viscosity for Monoethanolamine + 1-Propanol, + 1-Hexanol, and + 1-Octanol Citation: J. Chem. Eng. Data,1997,42, 854-857,,,,,,,
303.15,0.0038644,liquid,Authors: Liew, K. Y.;Seng, C. E.;Ng, B. H. Title: Viscosities of long chain n-alcohols from 15 to 80.degree.C Citation: J. Solution Chem.,1993,22, 1033-1040,,,,,,,,,,
303.15,0.003765,liquid,Authors: Nikam, P. S.;Shirsat, L. N.;Hasan, M. Title: Densities and viscosities of binary mixtures of acetonitrile with, alkanols (C5,C6,C7,C8,C10) at 298.15, 303.15 and 308.15 K Citation: J. Indian Chem. Soc.,2000,77, 244-248,,,,
303.15,0.003763,liquid,Authors: Oskoei, A. G.;Safaei, N.;Ghasemi, J. Title: Densities and Viscosities for Binary and Ternary Mixtures of 1, 4-Dioxane + 1-Hexanol + N,N-Dimethylaniline from T ) (283.15 to 343.15) K Citation: J. Chem. Eng. Data,2008,53, 343-349,,,,,,,,
303.15,0.003917,liquid,Authors: Oskoei, A. G.;Safaei, N.;Ghasemi, J. Title: Densities and Viscosities for Binary and Ternary Mixtures of 1, 4-Dioxane + 1-Hexanol + N,N-Dimethylaniline from T ) (283.15 to 343.15) K Citation: J. Chem. Eng. Data,2008,53, 343-349,,,,,,,,
303.15,0.0037635,liquid,Authors: Oswal, S. L.;Desai, H. S. Title: Studies of viscosity and excess molar volume of binary mixtures 2. Butylamine + I -alkanol mixtures at 303.15 and 313.15 K Citation: Fluid Phase Equilib.,1999,161, 191-204,,,,,,,,,,,
303.15,0.0037635,liquid,Authors: Oswal, S. L.;Desai, H. S. Title: Studies of viscosity and excess molar volume of binary mixtures 3. 1-alkanol + di-n-propylamine, and + di-n-butylamine mixtures at 303.15 and 313.15 K Citation: Fluid Phase Equilib.,2001,186, 81-102,,,,,,,,,,
303.15,0.003751,liquid,Authors: Oswal, S. L.;Prajapati, K. D.;Oswal, P.;Ghael, N. Y.;Ijardar, S. P. Title: Viscosity of binary mixtures of 1-alkanol+cyclohexane, 2-alkanol+cyclohexane and 1-alkanol+methylcyclohexane at 303.15 K Citation: J. Mol. Liq.,2005,116, 73-82,,,,,,,
303.15,0.0037009,liquid,Authors: Rana, V. A.;Chaube, H. A. Title: Relative permittivity, density, viscosity, refractive index and ultrasonic velocity of binary mixture of ethylene glycol monophenyl ether and 1-hexanol at different temperatures Citation: J. Mol. Liq.,2013,187, 66-73,,,,,,,,
303.15,0.0039161,liquid,Authors: Saleh, M. A.;Akhtar, S.;Begum, S.;Ahmed, M. S.;Begum, S. K. Title: DENSITY AND VISCOSITY OF 1-ALKANOLS Citation: Phys. Chem. Liq.,2004,42, 615-623,,,,,,,,
303.15,0.003762,liquid,Authors: Sastry, N. V.;Raj, M. M. Title: Excess molar volumes and isentropic compressibilities of binary mixtures containing methyl methacrylate-n-alcohols at 303.15 and 313.15 K Citation: Thermochim. Acta,1995,257, 39-50,,,,,,,,,,,
303.15,0.0037512,liquid,Authors: Shaik, J.;Sankar, M. G.;Ramachandran, D.;Rambabu, C. Title: Effect of Chain Length of Alcohol on Thermodynamic and Transport Properties of Their Binary Mixtures with N-Ethylaniline at Different Temperatures Citation: J. Solution Chem.,2014,43, 2067-2100,,,,,,,,,
303.15,0.003765,liquid,Authors: Singh, R. P.;Sinha, C. P.;Das, J. C.;Ghosh, P. Title: Viscosity and density of ternary mixtures of toluene, bromobenzene, 1-hexanol and 1-octanol Citation: J. Chem. Eng. Data,1990,35,93,,,,,,,
303.15,0.003905,liquid,Authors: Syamala, V.;Sekhar, D. R.;Sivakumar, K.;Venkateswarlu, P. Title: Speed of sound, isentropic compressibilities and viscosities of ternary non-electrolyte solutions at 303.15K Citation: Phys. Chem. Liq.,2010,48, 171-182,,,,,,,,
303.15,0.003964,liquid,Authors: Trenzado, J. L.;Matos, J. S.;Gonzalez, E.;Romano, E.;Caro, M. N. Title: A Study on Properties Derived from Densities and Viscosities for the Ternary Systems (Methyl Pentanoate or Methyl Heptanoate) + n-Octane + 1-Hexanol and their Binary Subsystems at Various Temperatures. Citation: J. Chem. Eng. Data,2003,48, 1004-1014,,,,,,,,
303.15,0.003944,liquid,Authors: Wang, X.;Wang, X.;Song, B. Title: Densities and Viscosities of Binary Mixtures of 2,2,4-Trimethylpentane + 1-Propanol, + 1-Pentanol, + 1-Hexanol, and + 1-Heptanol from (298.15 to 323.15) K Citation: J. Chem. Eng. Data,2015,60, 1664-1673,,,,,
303.15,0.003861,liquid,Authors: Weng, W. L. Title: Densities and viscosities for binary mixtures of butylamine with aliphatic alcohols Citation: J. Chem. Eng. Data,2000,45, 606-609,,,,,,,,,,,,
303.15,0.003861,liquid,Authors: Weng, W. L. Title: Viscosities and Densities for Binary Mixtures of Anisole with 1-Butanol, 1-Pentanol, 1-Hexanol, 1-Heptanol, and 1-Octanol Citation: J. Chem. Eng. Data,1999,44, 63-66,,,,,,,,
308,0.0033,liquid,Authors: Rodriguez, M.;Galan, M.;Munoz, M. J.;Martin, R. Title: Viscosity of triglycerides + alcohols from 278 to 313 K Citation: J. Chem. Eng. Data,1994,39, 102-105,,,,,,,,,
308.132,0.003405,liquid,Authors: Bamelis, P.;Huyskens, P.;Meeussen, E. Title: No.18 Influence of the Association of Alcohols on The Viscosity of Solutions Citation: J. Chim. Phys. Phys.-Chim. Biol.,1965,62,158,,,,,,,,,,
308.132,0.003415,liquid,Authors: Hovorka, F.;Lankelma, H. P.;Stanford, S. C. Title: Thermodynamic Properties of the Hexyl Alcoholls II. 1-, 2- and 3-Hexanols and 2-Methyl-1 and -4-pentanol Citation: J. Am. Chem. Soc.,1938,60,820,,,,,,,,,
308.141555,0.00336,liquid,Authors: Matsuo, S.;Makita, T. Title: Viscosities of six 1-alkanols at temperatures in the range 298-348 and pressures up to 200 MPa Citation: Int. J. Thermophys.,1989,10,833,,,,,,,,,,,
308.15,0.003359,liquid,Authors: Al-Jimaz, A. S.;Al-Kandary, J. A.;Abdul-Latif, A.-H. M. Title: Acoustical and Excess Properties of {Chlorobenzene + 1-Hexanol, or 1-Heptanol, or 1-Octanol, or 1-Nonanol, or 1-Decanol} at (298.15,303.15,308.15, and 313.15) K Citation: J. Chem. Eng. Data,2007,52, 206-214,,,
308.15,0.0036045,liquid,Authors: Aljimaz, A. S.;Al-Kandary, J. A.;Abdul-Latif, A.-H. M. Title: Densities and viscosities for binary mixtures of phenetole with 1-pentanol, 1-hexanol, 1-heptanol, 1-octanol, 1-nonanol, and 1-decanol at different temperatures Citation: Fluid Phase Equilib.,2004,218, 247-60,,,,,
308.15,0.00313,liquid,Authors: Aminabhavi, T. M.;Aralaguppi, M. I.;Harogoppad, S. B.;Balundgi, R. H. Title: Densities, viscosities, refractive indices, and speeds of sound for methyl acetoacetate + aliphatic alcohols (C1-C8) Citation: J. Chem. Eng. Data,1993,38, 31-39,,,,,,
308.15,0.003139,liquid,Authors: Aminabhavi, T. M.;Raikar, S. K. Title: A study on mixing properties of binary mixtures of bromoform with aliphatic alcohols Citation: J. Chem. Eng. Data,1993,38, 310-319,,,,,,,,,,,
308.15,0.003213,liquid,Authors: Aralaguppi, M. I.;Jadar, C. V.;Aminabhavi, T. M. Title: Density, Viscosity, Refractive Index, and Speed of Sound in Binary Mixtures of Acrylonitrile with Methanol, Ethanol, Propan-1-ol, Butan-1-ol, Pentan-1-ol, Hexan-1-ol, Heptan-1-ol, and Butan-2-ol Citation: J. Chem. Eng. Data,1999,44, 216-221
308.15,0.003361,liquid,Authors: Bajic, D.;Zivkovic, E.;Serbanovic, S.;Kijevcanin, M. Title: Volumetric and Viscometric Study of Binary Systems of Ethyl Butyrate with Alcohols Citation: J. Chem. Eng. Data,2014,59, 3677-3690,,,,,,,,,
308.15,0.00336,liquid,Authors: Cano-Gomez, J. J.;Iglesias-Silva, G. A.;Castrejon-Gonzalez, E. O.;Ramos-Estrada, M.;Hall, K. R. Title: Density and Viscosity of Binary Liquid Mixtures of Ethanol + 1-Hexanol and Ethanol + 1-Heptanol from (293.15 to 328.15) K at 0.1 MPa Citation: J. Chem. Eng. Data,2015,60, 1945-1955,,,,,,,,
308.15,0.0034713,liquid,Authors: Doghaeei, A.;Rostami, A.;Omrani, A. Title: Densities, Viscosities, and Volumetric Properties of Binary Mixtures of 1,2-Propanediol + 1-Heptanol or 1-Hexanol and 1,2-Ethanediol + 2-Butanol or 2-Propanol at T = (298.15,303.15, and 308.15) K Citation: J. Chem. Eng. Data,2010,55, 2894-2899,,,,
308.15,0.00334,liquid,Authors: Domanska, U.;Zawadzki, M.;Lewandrowska, A. Title: Effect of temperature and composition on the density, viscosity, surface tension, and thermodynamic properties of binary mixtures of N-octylisoquinolinium bis{(trifluoromethyl)sulfonyl}imide with alcohols Citation: J. Chem. Thermodyn.,2012,48, 101-111,,,,,,,
308.15,0.00335,liquid,Authors: George, J.;Sastry, N. V.;Patel, S. R.;Valand, M. K. Title: Densities, Viscosities, Speeds of Sound, and Relative Permittivities for Methyl Acrylate + 1-Alcohols (C1-C6) at T = (308.15 and 318.15) K Citation: J. Chem. Eng. Data,2002,47, 262-269,,,,,,
308.15,0.003318,liquid,Authors: Habibullah, M.;Das, K. N.;Rahman, I. M. M.;Ashraf Uddin, M.;Saifuddin, K.;Iwakabe, K.;Hasegawa, H. Title: Density and Viscosity of the Binary Mixtures of Hexan-1-ol with Isomeric Xylenes at T = (308.15 and 318.15) K and Atmospheric Pressure Citation: J. Chem. Eng. Data,2010,55, 5370-5374,,,,,,
308.15,0.00338,liquid,Authors: Hoyuelos, F. J.;Garcia, B.;Alcalde, R.;Ibeas, S.;Leal, J. M. Title: Shear viscosities of binary mixtures of pyrrolidin-2-one with C6-C10 n-alkan-1-ols Citation: J. Chem. Soc., Faraday Trans.,1996,92, 219-225,,,,,,,
308.15,0.0033617,liquid,Authors: Liew, K. Y.;Seng, C. E.;Ng, B. H. Title: Viscosities of long chain n-alcohols from 15 to 80.degree.C Citation: J. Solution Chem.,1993,22, 1033-1040,,,,,,,,,,
308.15,0.0033,liquid,Authors: Nikam, P. S.;Shirsat, L. N.;Hasan, M. Title: Densities and viscosities of binary mixtures of acetonitrile with, alkanols (C5,C6,C7,C8,C10) at 298.15, 303.15 and 308.15 K Citation: J. Indian Chem. Soc.,2000,77, 244-248,,,,
308.15,0.00339722,liquid,Authors: Roy, M. N.;Banerjee, A.;Choudhury, A. Title: Rheological, thermodynamic and ultrasonic study of binary mixtures containing 2-methoxyethanol and some alkan-1-ol Citation: Phys. Chem. Liq.,2009,47, 412-436,,,,,,,,,
308.15,0.0033795,liquid,Authors: Saleh, M. A.;Akhtar, S.;Begum, S.;Ahmed, M. S.;Begum, S. K. Title: DENSITY AND VISCOSITY OF 1-ALKANOLS Citation: Phys. Chem. Liq.,2004,42, 615-623,,,,,,,,
308.15,0.003413,liquid,Authors: Sastry, N. V.;Valand, M. K. Title: Viscosities and Densities for Heptane + 1-Pentanol, +1-Hexanol, +1- Heptanol, +1-Octanol, +1-Decanol, and +1-Dodecanol at 298.15 K and 308.15 K Citation: J. Chem. Eng. Data,1996,41, 1426-1428,,,,,,
308.15,0.0036045,liquid,Authors: Shaik, J.;Sankar, M. G.;Ramachandran, D.;Rambabu, C. Title: Effect of Chain Length of Alcohol on Thermodynamic and Transport Properties of Their Binary Mixtures with N-Ethylaniline at Different Temperatures Citation: J. Solution Chem.,2014,43, 2067-2100,,,,,,,,,
308.15,0.003414,liquid,Authors: Wang, X.;Wang, X.;Song, B. Title: Densities and Viscosities of Binary Mixtures of 2,2,4-Trimethylpentane + 1-Propanol, + 1-Pentanol, + 1-Hexanol, and + 1-Heptanol from (298.15 to 323.15) K Citation: J. Chem. Eng. Data,2015,60, 1664-1673,,,,,
313,0.00282014,liquid,Authors: Chowdhury, M. A.;Majid, M. A.;Saleh, M. A. Title: Volumetric and viscometric behaviour of binary systems: (1-hexanol + hydrocarbons) Citation: J. Chem. Thermodyn.,2001,33, 347-360,,,,,,,,,,
313,0.00287,liquid,Authors: Rodriguez, M.;Galan, M.;Munoz, M. J.;Martin, R. Title: Viscosity of triglycerides + alcohols from 278 to 313 K Citation: J. Chem. Eng. Data,1994,39, 102-105,,,,,,,,,
313.140055,0.00289,liquid,Authors: Matsuo, S.;Makita, T. Title: Viscosities of six 1-alkanols at temperatures in the range 298-348 and pressures up to 200 MPa Citation: Int. J. Thermophys.,1989,10,833,,,,,,,,,,,
313.140055,0.002807,liquid,Authors: Moore, J. W.;Wellek, R. M. Title: Diffusion Coefficients of n-Heptane and n-Decane in n-Alkanes and n-Alcohols at Several Temperatures Citation: J. Chem. Eng. Data,1974,19,136,,,,,,,,,,,
313.140055,0.002934,liquid,Authors: Singh, R. P.;Sinha, C. P.;Das, J. C.;Ghosh, P. Title: Viscosity and Density of Ternary Mixtures for Toluene, Ethylbenzene, Bromobenzene, and 1-Hexanol Citation: J. Chem. Eng. Data,1989,34,335,,,,,,
313.140055,0.002934,liquid,Authors: Singh, R. P.;Sinha, C. P. Title: Viscosities and Activation Energies of Viscous Flow of the Binary Mixtures of n-Hexane with Toluene, Chlorobenzene, and 1-Hexanol Citation: J. Chem. Eng. Data,1984,29,132,,,,,,,,,
313.140055,0.00291086884098,liquid,Authors: Singh, R. P.;Sinha, C. P. Title: Viscosities and Activation Energies of Viscous Flow of the Binary Mixtures of n-Hexane with Toluene, Chlorobenzene, and 1-Hexanol Citation: J. Chem. Eng. Data,1984,29,132,,,,,,,,,
313.140055,0.002934,liquid,Authors: Singh, R. P.;Sinha, C. P. Title: Viscosities and acyivation energies of viscous flow of ternary mixtures of toluene, chlorobenzene, 1-hexanol and benzyl alcohol. Citation: J. Chem. Eng. Data,1985,30,470,,,,,,,,,
313.15,0.002914,liquid,Authors: Al-Jimaz, A. S.;Al-Kandary, J. A.;Abdul-Latif, A.-H. M. Title: Acoustical and Excess Properties of {Chlorobenzene + 1-Hexanol, or 1-Heptanol, or 1-Octanol, or 1-Nonanol, or 1-Decanol} at (298.15,303.15,308.15, and 313.15) K Citation: J. Chem. Eng. Data,2007,52, 206-214,,,
313.15,0.002917,liquid,Authors: Bajic, D.;Zivkovic, E.;Serbanovic, S.;Kijevcanin, M. Title: Volumetric and Viscometric Study of Binary Systems of Ethyl Butyrate with Alcohols Citation: J. Chem. Eng. Data,2014,59, 3677-3690,,,,,,,,,
313.15,0.00291,liquid,Authors: Cano-Gomez, J. J.;Iglesias-Silva, G. A.;Castrejon-Gonzalez, E. O.;Ramos-Estrada, M.;Hall, K. R. Title: Density and Viscosity of Binary Liquid Mixtures of Ethanol + 1-Hexanol and Ethanol + 1-Heptanol from (293.15 to 328.15) K at 0.1 MPa Citation: J. Chem. Eng. Data,2015,60, 1945-1955,,,,,,,,
313.15,0.002879,liquid,Authors: Das, K. N.;Habibullah, M.;Uddin, K. S.;Barua, P. Title: The Thermodynamic Excess Properties of Binary Mixtures: I. Hexanol-1 + o-Xylene Citation: J. Solution Chem.,2006,35, 1017-1028,,,,,,,,,
313.15,0.002879,liquid,Authors: Das, K.;Habibullah, M.;Rahman, I. M. M.;Hasegawa, H.;Uddin, K. S.;Saifuddin, K. Title: Thermodynamic Properties of the Binary Mixture of Hexan-1-ol with m-Xylene at T = (303.15,313.15, and 323.15) K Citation: J. Chem. Eng. Data,2009,54, 3300-3302,,,,,
313.15,0.00295162146849,liquid,Authors: FEDELES, A.;Ciocirlan, O.;Iulian, O. Title: VISCOMETRIC STUDIES OF BINARY DIMETHYL SULFOXIDE + 1-HEXANOL SYSTEM Citation: Rev. Roum. Chim.,2011,56, 571-576,,,,,,,,,,
313.15,0.002879,liquid,Authors: Habibullah, M.;Das, K. N.;Rahman, I. M. M.;Hasegawa, H.;Uddin, M. A.;Saifuddin, K. Title: Volumetric and Viscometric Behavior of the Binary System: (Hexan-1-ol + p-Xylene) Citation: J. Chem. Eng. Data,2010,55, 5311-5313,,,,,,,
313.15,0.00292049419628,liquid,Authors: Hasan, M.;Kadam, U. B.;Hiray, A. P.;Sawant, A. B. Title: Densities, Viscosities, and Ultrasonic Velocity Studies of Binary Mixtures of Chloroform with Pentan-1-ol, Hexan-1-ol, and Heptan-1-ol at (303.15 and 313.15) K Citation: J. Chem. Eng. Data,2006,51, 671-675,,,,,
313.15,0.00294,liquid,Authors: Hoyuelos, F. J.;Garcia, B.;Alcalde, R.;Ibeas, S.;Leal, J. M. Title: Shear viscosities of binary mixtures of pyrrolidin-2-one with C6-C10 n-alkan-1-ols Citation: J. Chem. Soc., Faraday Trans.,1996,92, 219-225,,,,,,,
313.15,0.002812,liquid,Authors: Indraswati, N.;Mudjijati;Wicaksana, F.;Hindarso, H.;Ismadji, S. Title: Density and Viscosity for a Binary Mixture of Ethyl Valerate and Hexyl Acetate with 1-Pentanol and 1-Hexanol at 293.15 K, 303.15 K, and 313.15 K Citation: J. Chem. Eng. Data,2001,46, 134-137,,,,,,,
313.15,0.0029,liquid,Authors: Lee, M. J.;Lin, T.-K.;Pai, Y.-H.;Lin, K.-S. Title: Density and Viscosity for Monoethanolamine + 1-Propanol, + 1-Hexanol, and + 1-Octanol Citation: J. Chem. Eng. Data,1997,42, 854-857,,,,,,,
313.15,0.0029128,liquid,Authors: Liew, K. Y.;Seng, C. E.;Ng, B. H. Title: Viscosities of long chain n-alcohols from 15 to 80.degree.C Citation: J. Solution Chem.,1993,22, 1033-1040,,,,,,,,,,
